,Q2,Q3,Q4,Q6,Q7,Q48,Q49,Q52,Q86,Q87,Q88,Q89,AA,White,Asian,Other,HispY,HispN,DisY,DisN,Under40,Over40,NonSuper,Super,-10YearsFed,11-20YearsFed,+20Fed,Male,Female,Mil,NoMil,dbl_needs_not_met,Outcome
162,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1
163,4.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
164,3.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
165,5.0,5.0,4.0,1.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
166,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1
167,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
168,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0
169,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0
170,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
171,1.0,3.0,4.0,1.0,2.0,4.0,4.0,5.0,1.0,1.0,1.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1
172,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
173,4.0,4.0,2.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1
174,2.0,2.0,3.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1
175,3.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
176,1.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1
177,4.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1
178,4.0,4.0,2.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
180,2.0,5.0,3.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,5.0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0
181,1.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1
182,3.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,3.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
183,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
184,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0
185,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0
186,2.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
187,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
188,3.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
189,2.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
190,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
191,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0
192,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1
193,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0
194,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1
195,4.0,4.0,4.0,1.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1
197,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
198,1.0,3.0,4.0,2.0,4.0,1.0,2.0,1.0,4.0,4.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1
199,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
200,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1
201,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0
202,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
203,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
204,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
205,5.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
206,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0
207,2.0,4.0,3.0,1.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1
208,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0
209,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1
210,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1
211,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
212,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1
213,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1
214,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0
215,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0
216,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
217,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0
218,3.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
219,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
220,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1
221,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1
222,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1
223,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
224,4.0,5.0,5.0,4.0,4.0,2.0,3.0,3.0,5.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
225,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
226,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0
227,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
228,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0
229,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
231,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0
232,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1
233,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
235,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1
236,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1
237,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
238,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0
240,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
241,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
242,2.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
243,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
244,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1
245,4.0,5.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
246,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1
247,4.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
248,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1
249,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0
250,4.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
251,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
252,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
253,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
254,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
255,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1
256,2.0,4.0,4.0,2.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
258,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0
259,2.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1
260,1.0,3.0,4.0,2.0,3.0,5.0,4.0,5.0,2.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
261,5.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
262,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
263,2.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
264,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1
265,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
266,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
267,3.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1
268,3.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0
269,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
270,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0
271,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0
272,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
273,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0
274,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
275,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
276,2.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
277,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1
278,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0
279,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0
280,5.0,5.0,4.0,2.0,2.0,5.0,5.0,5.0,2.0,2.0,3.0,4.0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
282,5.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
283,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0
285,3.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
286,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,4.0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0
287,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1
288,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1
289,3.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
290,2.0,4.0,4.0,1.0,2.0,5.0,5.0,4.0,3.0,1.0,2.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1
291,2.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0
292,2.0,2.0,5.0,2.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1
293,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0
294,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
295,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
296,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
298,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1
299,4.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1
300,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0
301,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0
302,4.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1
303,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
304,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
305,4.0,3.0,2.0,4.0,5.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1
306,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0
307,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1
308,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
309,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
310,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0
311,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0
312,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0
313,4.0,5.0,5.0,4.0,5.0,2.0,2.0,2.0,4.0,1.0,4.0,5.0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1
314,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
315,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
316,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0
317,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
318,2.0,4.0,4.0,3.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0
319,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
320,2.0,2.0,3.0,2.0,4.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1
